event_id_cnty,event_date,state_clean,location,event_type,notes_short,fatalities,kidnapped_count,fatalities_combatants,fatalities_security_forces,fatalities_civilians,civilian_targeting,is_duplicate,corrected_kidnapped_count,corrected_fatalities,corrected_combatants,corrected_security,corrected_civilians,corrected_duplicate,review_note
NIG12438,2018-05-23,Lagos,Alausa,Protests,23 May. Residents of several Lagos State communities protest at the government house in Alausa over 'the invasion of arm...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12440,2018-05-23,Kano,Kano,Protests,23 May. Supporters of three PDP politicians protest at a Kano court. The politicians had been charged with corruption an...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12441,2018-05-24,Taraba,Yorro,Battles,24 May. Fulanis and Yarro communal militia clash in Yarro LGA. Six deaths reported.,6,0.0,0.0,0.0,6.0,No,No,,,,,,,
NIG12442,2018-05-24,Ebonyi,Afikpo,Protests,24 May. Residents of Akopha community in Afikpo North protested a recent spate of arrests in Abakaliki over an alleged i...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12443,2018-05-24,Kano,Kano,Riots,24 May. Gunfire in Kano Court as police confronted angry supporters of several PDP politicians accused on money launderi...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12448,2018-05-24,FCT,Abuja,Protests,24 May. Youths from Numan federation (Bwatiye/Bachama group) of Adamawa State have stormed the National Assembly to prot...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12449,2018-05-25,Borno,Kawuri,Battles,25 May. Military forces neutralize two BH suicide bombers who were attempting to infiltrate a military area in Kawuri.,2,0.0,2.0,0.0,0.0,No,No,,,,,,,
NIG12456,2018-05-28,Kaduna,Jaji,Battles,"28 May, on or before. Two Naval officers are kidnapped along the Jaji-Kaduna road by unknown perpetrators.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12459,2018-05-29,Ondo,Ondo,Protests,29 May. Traditional worshippers from Ondo town in Ondo West Local Government Area of Ondo state protested the recent all...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12460,2018-05-29,Borno,Bama,Strategic developments,"29 May, on or before. 40 members of Boko Haram surrender in Bama LGA and 70 in Monguno, Borno state. Exact date not clea...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12464,2018-05-30,Lagos,Ikeja,Protests,"30 May. The inauguration of chairmen local government area executives of the All Progressives Congress, APC, in Lagos St...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12467,2018-05-30,Jigawa,Jahun,Riots,"30 May. PDP adherents violently protest the presence of a PDP representative of Jahun/Miga constituency, claiming poor p...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12463,2018-05-30,Enugu,Enugu,Protests,30 May. Members of the Biafra Zionist Movement protest at the Enugu government house. The group was apparently planning ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12465,2018-05-30,Lagos,Ikorodu,Riots,30 May. A mob set ablaze a police patrol van in Ikorodu area of Lagos State to protest against the alleged killing of a ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12466,2018-05-30,Anambra,Nnewi,Riots,"30 May. A combined army/police force clashed with a group of IPOB protesters who had lit fires on the road in Nnewi, Ana...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12562,2018-05-30,Oyo,Igbetti,Battles,"30 May. Fulanis kill a police officer in Oke Ogun area, Olorunsogo.",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12471,2018-05-31,Plateau,Jos,Protests,31 May. 52 Christian and Muslim youths under the umbrella 'Naija United Project' staged a peaceful protest in Jos agains...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12472,2018-05-31,Akwa Ibom,Uya Oron,Riots,31 May. Protesters burnt down a Nigeria Customs Service (NCS) patrol vehicle at Uya-Oro junction in Oron Local Governmen...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12470,2018-05-31,Borno,Gwoza,Explosions/Remote violence,"On 31 May 2018, Five military members are dead following the detonation of an Boko Haram IED on a road between Pidang - ...",5,0.0,0.0,5.0,0.0,No,No,,,,,,,
NIG12480,2018-06-01,FCT,Abuja,Protests,"01 June. Niger Delta area youths protest in Abuja over a number of oil related issues including, economic sabotage, envi...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12481,2018-06-01,Bauchi,Bauchi,Protests,"01 June. Students of Abubakar Tafawa Balewa University, (ATBU), Bauchi, Yelwa Campus embarked on peaceful demonstration ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12484,2018-06-01,Kogi,Okpakiri,Battles,01 June. No fewer than five people were feared killed in Okpareke in a renewed communal clash between the Igbirra and Ba...,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12478,2018-06-01,Ekiti,Ado-Ekiti,Battles,"01 June. A former governorship aspirant in the All Progressive Congress in Ekiti State, Michael Opeyemi Bamidele was sho...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12704,2018-06-01,Borno,Jaje,Battles,"01 June. 3 Boko Haram members were shot dead by soldiers during a clearance operation of Jaje, Angwa Audu, Major Ali, Da...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12705,2018-06-01,Borno,Angwa Audu,Battles,"01 June. 3 Boko Haram members were shot dead by soldiers during a clearance operation of Jaje, Angwa Audu, Major Ali, Da...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12706,2018-06-01,Borno,Major Ali,Battles,"01 June. 3 Boko Haram members were shot dead by soldiers during a clearance operation of Jaje, Angwa Audu, Major Ali, Da...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG12707,2018-06-01,Borno,Dabu Abdullahi,Battles,"01 June. 3 Boko Haram members were shot dead by soldiers during a clearance operation of Jaje, Angwa Audu, Major Ali, Da...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12708,2018-06-01,Borno,Dabu Wulkaro,Battles,"01 June. 3 Boko Haram members were shot dead by soldiers during a clearance operation of Jaje, Angwa Audu, Major Ali, Da...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG21794,2021-08-23,Plateau,Mangu,Battles,"On 23 August 2021, police forces of Nigeria with a local militia clashed with suspected kidnappers that led to the killi...",8,0.0,0.0,1.0,7.0,No,No,,,,,,,
NIG12709,2018-06-01,Borno,Gori Jaji,Battles,"01 June. 3 Boko Haram members were shot dead by soldiers during a clearance operation of Jaje, Angwa Audu, Major Ali, Da...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12486,2018-06-02,Kogi,Okpakiri,Battles,02 June. No fewer than five people were feared killed in Okpareke in a renewed communal clash between the Igbirra and Ba...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12487,2018-06-02,Cross River,Calabar,Protests,"02 June, on or about. Youths protests in Calabar 'at the weekend' against bad governance.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12488,2018-06-02,Oyo,Omin Adio,Protests,"02 June. Youths protest the killing of young boy by a bus in Omi-Adio, Ibadan in Ido Local Government Area of Oyo State.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12479,2018-06-02,Zamfara,Anka,Battles,"01 or 02 June. 23 people were killed in Zanoka/Zakuna village (Anka LGA, Zamfara state) after a battle between 'bandits'...",23,0.0,0.0,0.0,23.0,No,No,,,,,,,
NIG12492,2018-06-03,Delta,Onicha-Olona,Battles,"03 June. Fulani militias abduct the traditional ruler of Ogodor Kingdom between Ezi and Onicha-Olona. During the attack,...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12494,2018-06-03,Ondo,Akure,Protests,03 June. Protesting students of the National Association of Akure Students (NAAS) from Akure South Local Government Area...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12493,2018-06-03,Taraba,Gampu,Battles,03 June. Fulanis attack the Tiv community of Dinya (aka Gampu). Local militia however organized and repelled the attack....,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12491,2018-06-03,Nasarawa,Udegi,Battles,03 June. Fulani militias attack police forces at Maraban-Udege village in the Nasarawa Local Government Area. Three deat...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12490,2018-06-03,Borno,Ngala,Battles,03 June. Military forces encounter Boko Haram along Wulgo - Ngelkona near Ngelkona in Ngala Local Government Area of Bor...,10,0.0,10.0,0.0,0.0,No,No,,,,,,,
NIG12498,2018-06-04,Kwara,Offa,Protests,04 June. Protests in Offa and Ilorin over accusations that police were politicising a bank robbery case.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12499,2018-06-04,Kwara,Illorin,Protests,04 June. Protests in Offa and Ilorin over accusations that police were politicising a bank robbery case.,0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12500,2018-06-04,Ondo,Akure,Riots,04 June. Law students from Akure South Local Government Area in Ondo State and from various Universities in the country ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12502,2018-06-04,Taraba,Jalingo,Protests,"04 June. Protests in Jalingo against the detention of the former executive governor, Rev. Jolly Nyame, who had been jail...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12503,2018-06-04,FCT,Abuja,Protests,"04 June. Protesters gather outside the Federal Ministry of Science and Technology, Abuja for three consecutive days agai...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12504,2018-06-04,Taraba,Mutum Biyu,Strategic developments,Property destruction: 04 June. During the morning hours Fulani and Hausa groups entered Dan Anicha and broke windows of ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12497,2018-06-04,Borno,Maiduguri,Battles,"04 June. Boko Haram ambushes a group of military forces in 'north-east' Nigeria (likely Borno State), killing five in th...",5,0.0,0.0,0.0,5.0,No,No,,,,,,,
NIG12507,2018-06-05,Delta,Asaba,Protests,05 June. APC adherents protest at a party meeting in Asaba against the selection of state leaders.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12508,2018-06-05,FCT,Abuja,Protests,"05 June. Protesters gather outside the Federal Ministry of Science and Technology, Abuja for the second consecutive day ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12506,2018-06-05,Nasarawa,Nasarawa,Battles,05 June. No fewer than three operatives of the Special Anti-Robbery Squad (SARS) of the Nigeria Police and eight farmers...,11,0.0,0.0,0.0,11.0,No,No,,,,,,,
NIG1425,2004-10-08,Lagos,Ikeja,Protests,Pensioners from Nigeria Airways protest over non-payment of pension,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12511,2018-06-06,FCT,Abuja,Protests,06 June. The workers of Revenue Mobilsation Allocation and Fiscal Commission under the aegis of the Nigerian Civil Servi...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12510,2018-06-06,Kaduna,Dogon Dawa,Battles,06 June. Military forces encountered and killed three bandits engaged in business dealings with a Boko Haram logistics s...,3,0.0,3.0,0.0,0.0,No,No,,,,,,,
NIG12514,2018-06-07,Borno,Gwoza,Battles,07 June. Military forces ambushed a group of Boko Haram fighters in Lokodisa village in Gwoza Local Government Area of B...,4,0.0,4.0,0.0,0.0,No,No,,,,,,,
NIG12661,2018-06-07,Borno,Konduga,Battles,07 June. 2 Boko Haram suicide bombers were killed by soldiers. The bombers attempted to infiltrate the community of Mand...,2,0.0,2.0,0.0,0.0,No,No,,,,,,,
NIG12714,2018-06-07,Borno,Gashigar,Battles,"07 June. 1 Boko Haram element was killed by troops of 145 Battalion during a clearance operation in Gashigar, Abadam LGA...",1,0.0,1.0,0.0,0.0,No,No,,,,,,,
NIG12516,2018-06-08,Kaduna,Kaduna,Protests,"08 June. Members of the IM protest in Kaduna for the release of their imprisoned leader, as well as to show their suppor...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12519,2018-06-09,Anambra,Fegge,Protests,09 June. Workers of a demolished filling station in Fegge protest the government action and their alleged 'anti-people' ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12525,2018-06-09,Sokoto,Gebo,Riots,09 June. Vigilantes clash with 'bandits' in Gebe (Gebo) district of Isa LGA after rumours of a planned kidnapping. Eight...,8,0.0,0.0,0.0,8.0,No,No,,,,,,,
NIG12532,2018-06-09,Ondo,Arigidi,Battles,"09 June. Fulanis enter Arigidi Akoko, Akoko North West Local Government Area, where they were met with resistance by an ...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12518,2018-06-09,Bayelsa,Nembe,Battles,09 June. Joint Task Forces clash with Baylesa militants (of Oluasiri clan; possibly related to oil production) in Oluasi...,4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG14048,2018-06-09,Ekiti,Efon-Alaiye,Battles,June 9. Police forces clash and arrest members of an unidentified armed group involved in kidnapping several people duri...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12524,2018-06-09,Borno,Maiduguri,Explosions/Remote violence,"On 9 June 2018, A police officer is killed in a Boko Haram suicide attack at the Monday market area of Maiduguri. A seco...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12527,2018-06-10,Delta,Eku,Riots,10 June. Youths and security forces attached to Presco Oil Plc. clashed after the youths attacked a police officer in Ek...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12537,2018-06-11,Oyo,Ogbomosho,Protests,11 June. Residents of Ogbomosho protest a road work stoppage in their area.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12533,2018-06-11,Lagos,Abule Egba,Battles,11 June. Soldiers and police officers clash in Abule-Egba over the movement of traffic. The clash lasted several hours. ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12534,2018-06-11,Benue,Katsina-Ala,Battles,11 June. The Commander of the Nigerian Army Engineering Corp narrowly escaped death after unknown armed men dressed in M...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12530,2018-06-11,Borno,Gwoza,Battles,"11 June. Military forces clear a Boko Haram location 'in the Lake Chad region, Gwoza LGA.' 23 dead, weapons recovered. T...",23,0.0,0.0,0.0,23.0,No,No,,,,,,,
NIG12531,2018-06-11,Borno,Maiduguri,Explosions/Remote violence,"On 11 June 2018, A Boko Haram suicide bomber attacked a Civilian JTF position in Maiduguri killing one and injuring four...",2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12535,2018-06-11,Adamawa,Kaya,Battles,"On 11 June 2018, Boko Haram members clashed with a communal armed group in Kaya village during the late night hours, des...",1,0.0,1.0,0.0,0.0,No,No,,,,,,,
NIG12536,2018-06-11,Borno,Konduga,Strategic developments,"11 June. Military forces cleared the Lake Chad area Boko Haram locations of Bulakeisa, Tumbuma Babba, Abbaganaram and Da...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13439,2018-06-12,Borno,Rann,Battles,06 December. Boko Haram attacked a military base in Rann. The attackers were repelled by air support but set fire to hom...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG26846,2018-06-13,Taraba,Bali,Battles,"On 13 June 2018, security forces clashed with unknown gunmen targeting civilians in Bali and Takum, three persons were k...",3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG14050,2018-06-13,Ondo,Isua,Protests,Week of 13 June. Youths protest against police following the police killing of a commercial driver in Isua of Akoko Sout...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12717,2018-06-13,Adamawa,Michika,Battles,13 June. A Boko Haram commander is killed by security forces after the group attacked 13 unnamed villages in Michika LGA...,1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG12548,2018-06-14,Rivers,Port Harcourt,Strategic developments,"Movement of forces: 14 June. Military forces deploy 15,000 forces into Rivers State ahead of an election.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12550,2018-06-15,Abia,Osisioma,Battles,15 June. Soldiers and police exchange gunfire at Osisioma junction of Osisioma Ngwa after one group claimed the other as...,3,0.0,0.0,2.0,1.0,No,No,,,,,,,
NIG12551,2018-06-15,Borno,Parisu,Explosions/Remote violence,"15 June. Air forces reportedly targeted Boko Haram fighters in Parisu and Takwala, Guzamala LGA (approximate coordinates...",20,0.0,0.0,0.0,20.0,No,No,,,,,,,
NIG12718,2018-06-15,Borno,Takwala,Explosions/Remote violence,"15 June. Air forces reportedly targeted Boko Haram fighters in Parisu and Takwala, Guzamala LGA (approximate coordinates...",20,0.0,0.0,0.0,20.0,No,Flagged by dedup,,,,,,,
NIG12564,2018-06-16,Benue,Gbajimba,Battles,"16 June, on or about. Military forces engage Fulanis in a shootout at Kwatan Gyemu, a border community between Benue and...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12720,2018-06-17,Ebonyi,Uburu,Battles,"17 June. Chukwuemeka Nwani Ogori, a chieftain of Peoples Democratic Party (PDP), was murdered by some youths in Mgbom Ug...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG12565,2018-06-18,Zamfara,Gusau,Explosions/Remote violence,18 June. Nigerian air forces carry out a number of strikes against 'bandits' or cattle raiders active in Zamfara and Kat...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14054,2018-06-18,Delta,Okurekpo,Battles,"18 June. Police forces clash with an unidentified armed group during a raid in Okurekpo of Ethiope East LGA, killing a k...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12567,2018-06-19,FCT,Abuja,Protests,"19 June. Staff of NEMA, the National Emergency Management Agency, staged a protest in front of their headquarters in Abu...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12568,2018-06-19,Rivers,Port Harcourt,Protests,19 June. Thousands of women from the Niger Delta marched to the Government House in Port Harcourt to protest against wha...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12566,2018-06-19,Borno,Gajiram,Battles,"19 June. Boko Haram attacks Gajiram and are repelled by local police. Soldiers, who also engaged the attackers, reported...",9,0.0,0.0,0.0,9.0,No,No,,,,,,,
NIG12571,2018-06-20,Kaduna,Kaduna,Protests,20 June. Members of the Islamic Movement protest in Abuja for the release of their detained leader.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12570,2018-06-20,Ebonyi,Abakaliki,Strategic developments,Defusal: 20 June. An IED is discovered at the APC secretariat along Abakaliki-Enugu Expressway. The bomb was safely defu...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12573,2018-06-20,Delta,Ugborodo,Protests,"20 June. Residents of Ugborodo community, Warri South-West Local Government Area, Delta State, protested at the office o...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12572,2018-06-20,Borno,Maiduguri,Battles,20 June. Fifteen people were injured when two female Boko Haram suicide bombers targeted the edge of a military barracks...,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12574,2018-06-21,Kaduna,Kaduna,Riots,21 June. A policeman was reportedly stoned to death in a protest and clash between members of the Islamic Movement of Ni...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG14057,2018-06-21,Nasarawa,Keana,Battles,21 June (on or around). Nigeria military forces clash with Fulani pastoralists in Akpanagya village of Keana LGA over 15...,6,0.0,0.0,0.0,6.0,No,No,,,,,,,
NIG12593,2018-06-22,Ebonyi,Izi,Battles,"22 June. Izzi and Ukele groups clash over land in Izzi and Yala LGAs. Two villages destroyed, 13 fatalities. Additionall...",7,0.0,0.0,0.0,7.0,No,No,,,,,,,
