event_id_cnty,event_date,state_clean,location,event_type,notes_short,fatalities,kidnapped_count,fatalities_combatants,fatalities_security_forces,fatalities_civilians,civilian_targeting,is_duplicate,corrected_kidnapped_count,corrected_fatalities,corrected_combatants,corrected_security,corrected_civilians,corrected_duplicate,review_note
NIG13116,2018-09-15,Borno,Kote,Battles,"15-16 September. A Nigerian-Cameroonian Joint Task Force attacked Boko Haram sites in Yabiri Kote and Bula Dadobe, which...",2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG13117,2018-09-15,Borno,Bula Dadobe,Battles,"15-16 September. A Nigerian-Cameroonian Joint Task Force attacked Boko Haram sites in Yabiri Kote and Bula Dadobe, which...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG13125,2018-09-16,Taraba,Bali,Battles,"On 16 September 2018, suspected members of the APC clashed with police and private security forces in Bali (Bali, Taraba...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13124,2018-09-16,Zamfara,Gusau,Riots,16 September. Members of the APC party who gathered for a rally in Gusau rioted against the state governor's motorcade (...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13121,2018-09-16,Borno,Kote,Battles,"15-16 September. A Nigerian-Cameroonian Joint Task Force attacked Boko Haram sites in Yabiri Kote and Bula Dadobe, which...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13122,2018-09-16,Borno,Bula Dadobe,Battles,"15-16 September. A Nigerian-Cameroonian Joint Task Force attacked Boko Haram sites in Yabiri Kote and Bula Dadobe, which...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG13123,2018-09-16,Borno,Maiduguri,Battles,16 September. Boko Haram ambushed a military unit on patrol along the Maiduguri-Bama road. The military forces reportedl...,5,0.0,5.0,0.0,0.0,No,No,,,,,,,
NIG13127,2018-09-17,Enugu,Agbani,Protests,17 September. Women in Ogbozinne demonstrated against the detainment of Rev. Okafor on 14/09. The protesters alleged pol...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13129,2018-09-17,Rivers,Mbiama,Protests,17 September. Former Delta militants blocked (means unspecified) the East-West highway near Mbiama to protest unpaid ben...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13128,2018-09-17,Ogun,Magboro,Protests,17 September. Employees of Western Metal Products Company in Magboro staged a protest against back-pay owed to them for ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13134,2018-09-20,Rivers,Port Harcourt,Protests,20 September. Retirees stormed the House of Assembly in Port-Harcourt over unpaid pensions.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13135,2018-09-20,FCT,Abuja,Riots,20 September. Members of the Islamic Movement of Nigeria organized a protest in Abuja. Tthe demonstrators overran barric...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13136,2018-09-20,Plateau,Du,Riots,"20 September. Women in Du held a demonstration against a military investigation in the community, resulting in clashes b...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13137,2018-09-21,Yobe,Potiskum,Riots,"21 September. Military forces broke up an IMN procession in Potiskum. According to a military source, a demonstrator tri...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13141,2018-09-23,Ekiti,Ado-Ekiti,Riots,23 September. PDP party aspirants and their supporters stormed the secretariat building in Ado-Ekiti to protest their di...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13142,2018-09-23,Borno,Kekeno,Battles,23 September. Boko Haram fighters- aligned with IS attempted to storm a military base in Kekeno. The military sent reinf...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13148,2018-09-24,Anambra,Nnewi,Protests,"24 September. Women from the Agbo Edo United Market Traders Association protested against Nnewi's market chairman, who t...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13149,2018-09-24,FCT,Abuja,Protests,24 September. NCC employees demonstrated against the delayed payments owed to them by the commission. They also called f...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13144,2018-09-24,FCT,Abuja,Protests,"On 24 September 2018, members of NANT protested at the ECOWAS secretariat in Abuja against the closure of Nigerian owned...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13147,2018-09-24,Osun,Oshogbo,Protests,"On 24 September 2018, members of the PDP stormed the Independent National Electoral Commission (INEC) headquarters in Os...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13145,2018-09-24,Borno,Gwoza,Battles,24 September. Military forces attacked Boko Haram sites in the Gwoza area. One member of Boko Haram was killed while one...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13146,2018-09-24,Borno,Pulka,Battles,24 September (on or around). Military forces attacked a Boko Hara camp in Pulka. Six members of Boko Haram were killed. ...,6,0.0,0.0,0.0,6.0,No,No,,,,,,,
NIG13151,2018-09-26,FCT,Abuja,Protests,26 September. PDP members demonstrated in front of the PDP secretariat in Abuja over the automatic nomination given to K...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13150,2018-09-26,Borno,Gashigar,Battles,25 September. Military forces intervened as Boko Haram attempted an attack on Gashigar. Boko Haram withdrew. According t...,10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13838,2018-09-26,Borno,Abadam,Battles,"On 26 September 20188, IS-aligned Boko Haram soldiers attacked the Nigerian army in Abadam, killing 7 soldiers and injur...",7,0.0,0.0,7.0,0.0,No,No,,,,,,,
NIG13153,2018-09-27,Osun,Oshogbo,Riots,27 September. Political militias caused a disruption during the re-run election in the Alekuwodo area of Osogbo. However...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13157,2018-09-27,Borno,Maiduguri,Battles,"27 September. Ali Gaga, a Boko Haram commander in the IS aligned faction was killed by members of the group when they le...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG14375,2018-09-28,Plateau,Jos,Protests,28 September. Women and young people protest in Jos of Plateau State against recent killings and insecurity.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13155,2018-09-28,Plateau,Jos,Strategic developments,28 September. The Plateau state government implemented a dusk to dawn curfew for Jos North and Jos South following recen...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13839,2018-09-28,Borno,Gashigar,Battles,"On 28 September 2018, IS-aligned Boko Haram militants attacked the Nigerian army in Gashigar, killing and injuring a num...",10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13160,2018-09-29,Delta,Aboh,Battles,29 September. Suspected pirates dressed in military fatigues attacked the Aboh police headquarters. Two police officers ...,2,0.0,0.0,2.0,0.0,No,No,,,,,,,
NIG13161,2018-09-29,Delta,Ndoni,Battles,29 September. Pirates dressed in military uniforms attacked the Marine Police Station in Ndoni. The attackers stole a bo...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13156,2018-09-29,Kwara,Illorin,Protests,29 September. A coalition of groups from Kwara North demonstrated in Ilorin to demand political parties select governor ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13164,2018-09-30,Rivers,Port Harcourt,Explosions/Remote violence,"30 September. There was an explosion, believed to be dynamite, 50 meters from the APC secretariat in Rivers state.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13165,2018-09-30,Plateau,Jos,Strategic developments,30 September. A church was attacked and burned by suspected Muslim/ Hausa members. Unclear if civilians were inside the ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG21489,2021-08-23,Ebonyi,Effium,Strategic developments,"Property destruction: On 23 August 2021, suspected members of Effium communal group burnt belongings of security agents ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13166,2018-09-30,Plateau,Jos,Battles,"30 September. Following an attack on a church in Jos by Muslims/suspected Hausa and Fulani members, local youth organize...",7,0.0,0.0,0.0,7.0,No,No,,,,,,,
NIG13167,2018-09-30,Plateau,Jos,Battles,30 September. A group of armed pastoralists attempted to storm a University of Jos student hostel. The students organize...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13169,2018-10-01,Ogun,Abeokuta,Battles,"01 October. Unidentified armed men entered the MITROS Suites, in Ogun, where APC governorship candidates were meeting wi...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13168,2018-10-01,Lagos,Lagos,Protests,01 October. APC members protested in front of the party's secretariat in Lagos. The demonstrators alleged that the party...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13383,2018-10-01,Sokoto,Gidan Madi,Strategic developments,01 October. A suspected Islamist militia from Niger armed with sophisticated weapons has taken control of Tangaza. The g...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13170,2018-10-01,Niger,Suleja,Riots,01 October. Supporters of APC candidates Lado Abubakar and Ardo Abubakar clashed in Suleja. The groups reportedly used k...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13171,2018-10-01,Imo,Amike,Battles,01 October. Militias arrived in Amike during the APC primaries after an argumen between politician Sunny Onyegbula and l...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13172,2018-10-02,Kaduna,Kaduna,Protests,02 October. APC members protested on the Ali Akilu road in Kaduna against the APC's exclusion of Uba Sani from the parti...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13176,2018-10-03,Rivers,Okehi,Riots,03 October. A hot argument ensued between members of a political party who had come with militias at a PDP primary venue...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13174,2018-10-03,Anambra,Ekwulobia,Battles,03 October (on or around). Militias supporting a disqualified candidate in the APGA Anambra South senatorial primary in ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13175,2018-10-03,FCT,Abuja,Protests,03 October. APC members demonstrated at the party secretariat in Abuja against direct primaries in the Federal Capital T...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG26851,2018-10-04,Ebonyi,Ikwo,Riots,"On 4 October 2018, a clash between supporters of the APC led to the killing of one person during the party's primaries i...",1,0.0,0.0,1.0,0.0,No,No,,,,,,,
NIG13179,2018-10-04,Plateau,Jos,Strategic developments,04 October (on or around). Military forces announced the arrests of 72 suspects involved in the recent insecurity in the...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13181,2018-10-04,Benue,Makurdi,Riots,04 October. Members of the PDP became violent while demonstrating in front of the election venue in Makurdi. The demonst...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13182,2018-10-04,Plateau,Bassa,Battles,"04 October. Armed Fulani attacked the village of Nkiendoro in the Bassa LGA. Four people were killed, including a soldie...",4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG13183,2018-10-04,Delta,Asaba,Protests,04 October. Students from the Federal College of Education demonstrated against the death of two students at the APC pri...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13186,2018-10-05,Niger,Suleja,Protests,"05 October. Following the kidnapping of the Suleja chairman, local youth blocked the Minna-Suleja highway. The Niger sta...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13188,2018-10-05,Ondo,Akure,Protests,"05 October (on or around). APC members held demonstrations in Akure, Owo, and Ore to protest against automatic tickets f...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13189,2018-10-05,Ondo,Ore,Protests,"05 October (on or around). APC members held demonstrations in Akure, Owo, and Ore to protest against automatic tickets f...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG13190,2018-10-05,Ondo,Owo,Protests,"05 October (on or around). APC members held demonstrations in Akure, Owo, and Ore to protest against automatic tickets f...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG13192,2018-10-05,Taraba,Jalingo,Protests,05 October. APC members demonstrated in front of President Buhari's campaign office to protest corruption and interferen...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13187,2018-10-05,Abia,Aba,Protests,05 October (on or around). Female vendors from the Ngwa road market protested in Aba against the imposition of a tax on ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG21837,2021-08-24,Delta,Irri,Protests,"Around 24 August 2021 (as reported), youths protested in Ikpide-Irri (Isoko South, Delta) over a substandard road projec...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG2751,2010-05-04,Edo,Egor,Protests,"Youths protest a flood that has affected their building, with no State assistance.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13184,2018-10-05,FCT,Abuja,Riots,05 October. PDP demonstrators blocked the Shehu Shagari roadway in Abuja. The demonstrators took to the street to protes...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13185,2018-10-05,Delta,Ekrebuo Isiokolo,Riots,"05 October. A dispute between candidates at the PDP primary secretariat in Isiokolo turned violent, as youth grew angry ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13191,2018-10-05,Borno,Garabula,Battles,05 October. The military reported killing five members of Boko Haram in Gara. They also recovered guns and ammunition,5,0.0,0.0,0.0,5.0,No,No,,,,,,,
NIG13193,2018-10-06,Rivers,Port Harcourt,Riots,06 October. 'Hoodlums' attempting to storm the PDP convention in Port Harcourt caused a stampede which resulted in five ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13194,2018-10-08,FCT,Abuja,Protests,"08 October. APC members from Kano, Niger, and Nasarawa states demonstrated in front of the APC secretariat to protest th...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13195,2018-10-08,Kogi,Mozum,Battles,"08 October. In the morning, Bassa militia attacked Mozum, but were repelled by Mozum youth. After retreating, the Bassa ...",17,0.0,0.0,0.0,17.0,No,No,,,,,,,
NIG13201,2018-10-08,Borno,Metele,Battles,08 October. IS aligned Boko Haram forces launched an attack on military forces in Metele (near Kangarwa). Seven soldiers...,83,5.0,0.0,7.0,76.0,No,No,,,,,,,
NIG13196,2018-10-09,Plateau,Jos,Protests,"09 October. The Faithful, a religious coalition, demonstrated in Jos protesting the disappearance of the General in Du a...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13197,2018-10-09,Plateau,Jos,Battles,09 October. Unidentified armed men shot and killed a police officer in Jos. The assailants shot him as they escaped with...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13199,2018-10-09,Delta,Otor Udu,Protests,09 October. Udu residents protested in Otor Udu against the annexation of the Udu police division into Burutu command. D...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13200,2018-10-09,FCT,Abuja,Protests,09 October. National Assembly legislative aides protested in the assembly over their delinquent payments and other over-...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13840,2018-10-09,Borno,Kangarwa,Battles,"On 9 October 2018, IS-aligned Boko Haram militants launched an attack on a Nigerian military base in the town of Kangarw...",31,0.0,0.0,31.0,0.0,No,No,,,,,,,
NIG13202,2018-10-10,Lagos,Lagos,Protests,"10 October. Members of NUATE, along with other aviation unions protested at the Lagos MMA2 airport. The demonstrators pr...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13204,2018-10-10,Plateau,Tunkus,Riots,10 October (on or shortly after). PDP demonstrators burned down the PLASIEC office in Tunkus.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG26852,2018-10-10,Plateau,Jos,Battles,"On 10 October 2018, a soldier was shot and killed by an unidentified armed group while he responding to a report about a...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13354,2018-10-10,Kaduna,Kaduna,Battles,08 October-19 November. Military forces killed 14 criminals and cattle rustlers during operations in Kaduna. They also s...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG13203,2018-10-10,Kogi,Oguma,Riots,"10 October (on or shortly after). PDP demonstrators angry with local election results, which favored APC candidates, set...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13206,2018-10-11,Imo,Owerri,Protests,"11 October. Members of the APGA, led by party aspirants, protested against the party's primary elections which the demon...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13209,2018-10-11,Plateau,Mongu,Protests,11 October (on or around). Demonstrators protested against local election results which were declared inconclusive for t...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13205,2018-10-11,Ondo,Alagbaka,Protests,11 October. PDP members in Alagbaka protested over plans by the party to nullify the primary election results in Ondo.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13210,2018-10-12,Lagos,Ojo,Protests,12 October. APC members in Ojo protested against the selection of a candidate who had come in third in the popular elect...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13214,2018-10-13,Delta,Iwhre-Olomoro,Riots,"13 October (on or around). Following the discovery of the body of a retired naval captain by police, local youth in Olom...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13213,2018-10-13,Edo,Iguobazuwa,Battles,13 October (on or around). A military patrol was ambushed by unknown gunmen near Sadama in Ovia South West. One soldier ...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG13215,2018-10-13,Borno,Kumshe,Explosions/Remote violence,13 October. Soldiers and vigilante members stepped on a mine while patrolling near the Kumshe village. Two soldiers were...,2,0.0,0.0,2.0,0.0,No,No,,,,,,,
NIG21836,2021-08-24,Anambra,Oko,Protests,"On 24 August 2021, thousands of students of Federal Polytechnic Oko protested over the prolonged strike embarked upon by...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13211,2018-10-13,Borno,Arege,Battles,"On 13 October 2018, IS-aligned Boko Haram militants attacked an army base in Arege. Soldiers repelled the attack and kil...",10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG26853,2018-10-13,Borno,Alarge,Battles,"On 13 October 2018, military forces of Nigeria repelled an attack by Boko Haram/ ISWAP militants in Alarge (Nganzai, Bor...",3,0.0,0.0,3.0,0.0,No,No,,,,,,,
NIG13218,2018-10-14,Edo,Benin City,Protests,"14 October. During the weekend, former militants protested in Benin City over back payments of stipends they claim they ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13219,2018-10-14,Taraba,Sai,Battles,14 October. Military forces clashed with militants loyal to Terwase Agwaza aka 'Gana' in Sai. Twelve militants were kill...,12,0.0,12.0,0.0,0.0,No,No,,,,,,,
NIG13216,2018-10-14,Borno,Dikwa,Explosions/Remote violence,"On 13 or 14 October 2018, Nigerian Army soldiers and a vigilante militia hit a landmine (likely planted by Boko Haram) o...",10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13217,2018-10-14,Borno,Bogum,Explosions/Remote violence,14 October. The air force attacked a Boko Haram camp in Bogum. Several members of Boko Haram were killed (unknown fatali...,10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13224,2018-10-15,Edo,Ekiadolor,Protests,15 October. Students of the Tayo Akpata University of Education and local residents blocked (unspecified means) the high...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13222,2018-10-15,Plateau,Langtang,Protests,15 October (on or around). PDP supporters protested in Langtang North and South over the ruling that elections in the ar...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13223,2018-10-15,Plateau,Mabudi,Protests,15 October (on or around). PDP supporters protested in Langtang North and South over the ruling that elections in the ar...,0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG13221,2018-10-15,Plateau,Jos,Strategic developments,15 October (on or around). The state government of Plateau implemented a ban on protests following recent violence in Jo...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13225,2018-10-15,Delta,Asaba,Battles,15 October. A female police officer was abducted on her way to work in Asaba.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13226,2018-10-15,Lagos,Lagos,Protests,15 October. Operators from the Clarion Bonded Terminal demonstrated against the government's customs office and official...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13271,2018-10-15,Borno,Maiduguri,Battles,15 October. The military killed two members of Boko Haram in Maiduguri.,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG1346,2004-06-03,Lagos,Mushin,Battles,Fighting between factions of OPC,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13228,2018-10-16,Delta,Ole,Protests,"16 October. Students of the Delta State University, Oleh campus protested against the decision to relocate the 100 level...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13231,2018-10-16,FCT,Abuja,Protests,"16 October. The Bring Back Our Girls Campaign protested in Abuja against the execution of aid worker, Hauwa Liman by Bok...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13234,2018-10-17,Ondo,Alagbaka,Protests,17 October. Pensioners and members of NUP protested in front of the governor's home in Alagbaka over outstanding pension...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13232,2018-10-17,Lagos,Igando,Battles,"17 October. Following the impoundment of 10 commercial transportation vehicles, angry drivers stormed the taskforce offi...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13233,2018-10-17,Kaduna,Kakuri,Battles,17 October. An unidentified group attacked police on a foot patrol in Kakuri. One civilian and two police were killed.,3,0.0,0.0,2.0,1.0,No,No,,,,,,,
NIG13237,2018-10-18,Oyo,Oyo,Protests,"18 October. Under the NANS umbrella, Oyo State College Agriculture and Technology, Emmanuel Alayande College of Educatio...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13235,2018-10-18,Osun,Oshogbo,Protests,18 October. PDP members protested at the Oshogbo High Court against the disbandment of the election petition tribunal.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13236,2018-10-18,Benue,Zaki Biam,Battles,"18 October. The Gana Militia, a Shi'ite militant group led by Terwase Akwaza, clashed with police forces in Zaki Biam. O...",3,0.0,0.0,1.0,2.0,No,No,,,,,,,
NIG24385,2022-03-31,Zamfara,Talata Mafara,Strategic developments,"Displacement: Around 31 March 2022 (between 28 March - 3 April), 929 people from 112 affected households in Talata Mafar...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG13355,2018-10-18,Kaduna,Kaduna,Battles,08 October-19 November. Military forces killed 14 criminals and cattle rustlers during operations in Kaduna. They also s...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG13238,2018-10-18,Kaduna,Kasuwan Magani,Battles,18 October. A dispute in the Kasuwan Magani market caused a communal conflict between Hausa (Muslims) and Adara (Christi...,55,0.0,0.0,0.0,55.0,No,No,,,,,,,
NIG13241,2018-10-18,Kogi,Lokoja,Protests,18 October. Over 300 students protested in Lokoja against the states failure to release the results of educational exams...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13239,2018-10-18,Kaduna,Kasuwan Magani,Strategic developments,18 October. A 24-hour curfew was set in Kasuwan Magani following a communal clash.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13841,2018-10-18,Borno,Damboa,Battles,"On 18 October 2018, Boko Haram clashed with Nigerian Military Forces in Kalli village, close to Damboa. Nigerian Forces ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13245,2018-10-21,Delta,Ogbe-Ijoh,Battles,21 October. The Aladja and Ogbe-Ijoh communities clashed over an on-going land dispute. Both sides blamed the other for ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13842,2018-10-21,Borno,Arege,Battles,"On 21 October 2018, IS-aligned Boko Haram soldiers attacked the Nigerian army base in Arege, killing and injuring severa...",10,0.0,0.0,5.0,5.0,No,No,,,,,,,
NIG13250,2018-10-22,FCT,Abuja,Protests,"22 October. NHIS employees demonstrated in front of their headquarters against the Executive Secretary, Usman Yusuf who ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13251,2018-10-22,Edo,Benin City,Battles,"22 October. Following the impeachment of Edo State Assembly Deputy Speaker, Victor Edoror, militias with sticks and othe...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13272,2018-10-22,Kaduna,Kaduna,Strategic developments,15 October- 01 November. Kaduna police arrested and charged 97 suspects for perpetrating crimes and insecurity in the st...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13259,2018-10-23,Adamawa,Yolde Pate,Battles,"23 October. Farmers and herders reportedly clashed in Chambaji, a village in the Yolde Pate area (no coordinates availab...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13254,2018-10-23,FCT,Abuja,Protests,23 October (on or before). APC supporters of Oshiomhole protested in front of the party secretariat. The demonstrators a...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG21496,2021-08-27,Imo,Omuma,Battles,"On 27 August 2021, police forces raided an IPOB camp and during a gun battle killed and wounded an unspecified number of...",3,0.0,0.0,3.0,0.0,No,No,,,,,,,
NIG13253,2018-10-23,Cross River,Calabar,Strategic developments,23 October. The military launched Operation Crocodile Smile III in Cross River state. The operation seeks to curtail kid...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13258,2018-10-23,Borno,Maiduguri,Explosions/Remote violence,23 October. The air force carried out multiple strikes on a Boko Haram base in Tambon Sale (no geographical information ...,10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG13260,2018-10-24,Akwa Ibom,Uyo,Protests,24 October. Members of RIFAN demonstrated in front of the Ministry of Agriculture in Uyo against the failure to distribu...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13261,2018-10-24,Abia,Umuahia,Riots,"24 October. Suspected APC supporters of Nwankpa blocked an access road to the Abia High Court, assaulted local youth, an...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13262,2018-10-24,FCT,Abuja,Strategic developments,24 October. Military forces were deployed around the National Assembly building to provide additional security after rec...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13843,2018-10-25,Borno,Dikwa,Battles,"Around 25 October 2018 (between 11 October - 8 November), Boko Haram (JAS) militants attacked Nigerian armed forces base...",5,0.0,0.0,5.0,0.0,No,No,,,,,,,
NIG13274,2018-10-25,Taraba,Abbare,Strategic developments,25 October. Attackers wearing military uniforms killed over 150 cattle in Abbare.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13265,2018-10-25,FCT,Abuja,Protests,25 October. Civil society groups demonstrated in Abuja for justice in the case of a 13 year old who died from rape-relat...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13263,2018-10-25,Kano,Kano,Protests,"25 October. Students protested outside of the court in Kano to show their support for Governor Ganduje, who was caught t...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13356,2018-10-25,Kaduna,Kaduna,Battles,08 October-19 November. Military forces killed 14 criminals and cattle rustlers during operations in Kaduna. They also s...,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG13264,2018-10-25,Zamfara,Gusau,Protests,"25 October. APC members from across Zamfara demonstrated in Gusau against Adams Oshiomhole, the National Chairman of the...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13273,2018-10-25,Borno,Konduga,Battles,25 October. Military forces killed two members of Boko Haram in Konduga.,2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG13267,2018-10-26,Kaduna,Kaduna,Strategic developments,"26 October. Following the murder of the Adara monarch, a curfew was implemented in Kaduna.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13269,2018-10-26,Oyo,Ibadan,Riots,26 October. Butchers and NSCDC officers clashed in Ibadan as the government forces tried to relocate the butchers to a d...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13275,2018-10-26,Zamfara,Gurbin Baure,Battles,26 October. Approximately 100 'bandits' or cattle raiders active in Zamfara and Katsina states suspected to have come fr...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13270,2018-10-27,FCT,Zuba,Riots,"27 October. According to some sources, Shiite followers of Zakzaky were on their way to Abuja to protest his detention, ...",3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG13277,2018-10-27,Enugu,Enugu,Battles,27 October. Armed men attacked the Chairman of the APC's home in Enugu but were repelled by police guarding the property...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
